,CAS1_C0,CAS2_C0,CAS3_C0,LOP1_C0,LOP2_C0,LOP5_C0
CORRUBR2A032488,119,32,11,19,34,19
CORRUBR2A032489,16,20,6,7,28,1
CORRUBR2A032490,28,52,34,20,13,43
CORRUBR2A032491,151,8,5,19,15,19
CORRUBR2A032492,353,300,394,307,338,389
CORRUBR2A032493,73,39,109,161,43,107
CORRUBR2A032494,158,83,67,51,54,41
CORRUBR2A032495,188,93,150,168,212,229
CORRUBR2A032498,356,484,153,142,225,168
CORRUBR2A032499,311,368,253,177,251,251
CORRUBR2A032502,687,211,129,246,288,237
CORRUBR2A032508,1875,1077,3942,1708,1021,1447
CORRUBR2A032509,125,66,89,57,85,101
CORRUBR2A032511,18,21,33,17,8,2
CORRUBR2A032512,163,120,61,56,64,57
CORRUBR2A032514,558,338,269,303,391,389
CORRUBR2A032516,393,282,260,387,477,614
CORRUBR2A032518,634,240,224,154,247,276
CORRUBR2A032520,86,54,34,20,23,59
CORRUBR2A032523,301,172,83,123,146,122
CORRUBR2A032524,1,8,27,38,48,66
CORRUBR2A032525,87,59,44,25,5,26
CORRUBR2A032527,519,254,279,336,327,252
CORRUBR2A032529,36,34,46,38,22,69
CORRUBR2A032531,1473,1109,579,1028,1164,905
CORRUBR2A032534,28,2,40,24,26,25
CORRUBR2A032543,7,20,8,13,18,16
CORRUBR2A032546,241379,274857,245956,133838,160249,165359
CORRUBR2A032548,624,653,273,127,82,324
CORRUBR2A032549,525,1865,624,1139,1047,636
CORRUBR2A032550,258,204,109,247,274,215
CORRUBR2A032552,29,10,6,25,22,31
CORRUBR2A032554,87,123,52,36,196,194
CORRUBR2A032557,3,1,2,22,0,5
CORRUBR2A032559,6,4,20,0,2,1
CORRUBR2A032561,7,4,16,5,5,6
CORRUBR2A032562,220,228,121,144,164,180
CORRUBR2A032563,73,67,32,47,59,51
CORRUBR2A032564,242,107,62,61,122,128
CORRUBR2A032569,10,16,9,13,12,0
CORRUBR2A032570,1756,1422,1016,1903,1298,1959
CORRUBR2A032571,257,0,0,0,238,229
CORRUBR2A032572,119,28,20,22,19,25
CORRUBR2A032581,95,106,61,56,71,117
CORRUBR2A032584,343,195,121,124,204,153
CORRUBR2A032586,201,305,221,195,231,289
CORRUBR2A032588,542,829,463,579,589,754
CORRUBR2A032589,788,711,852,616,710,783
CORRUBR2A032591,1173,1027,890,779,766,1046
CORRUBR2A032593,492,434,385,220,223,334
CORRUBR2A032594,71,99,259,133,53,136
CORRUBR2A032596,259,495,263,276,168,146
CORRUBR2A032602,270,58,96,61,153,48
CORRUBR2A032604,179,91,86,63,72,63
CORRUBR2A032612,100,4,29,34,0,34
CORRUBR2A032615,630,712,364,450,922,1245
CORRUBR2A032616,49,13,24,74,29,13
CORRUBR2A032621,6283,8462,2808,3818,2910,10493
CORRUBR2A032622,4583,3607,3145,1338,2009,2963
CORRUBR2A032624,3,4,3,0,3,0
CORRUBR2A032635,336,303,191,341,226,246
CORRUBR2A032638,563,426,294,322,281,327
CORRUBR2A032639,834,591,313,436,429,403
CORRUBR2A032641,232,145,93,110,195,162
CORRUBR2A032643,103,104,106,56,55,19
CORRUBR2A032645,35,28,45,39,51,48
CORRUBR2A032652,204,75,87,49,137,96
CORRUBR2A032653,0,1,0,18,6,10
CORRUBR2A032654,4,128,85,3,216,0
CORRUBR2A032655,39,160,23,3,8,59
CORRUBR2A032657,9,15,18,6,3,3
CORRUBR2A032659,115,154,202,63,61,31
CORRUBR2A032663,14,6,10,5,7,8
CORRUBR2A032665,283,259,184,100,87,124
CORRUBR2A032666,113,36,29,99,41,20
CORRUBR2A032667,191,245,158,137,154,60
CORRUBR2A032669,1676,1100,707,808,1135,983
CORRUBR2A032671,3,26,15,8,9,3
CORRUBR2A032672,67,68,7,22,131,48
CORRUBR2A032674,1851,1698,1551,1303,1443,1484
CORRUBR2A032676,434,296,299,190,295,289
CORRUBR2A032682,20,5,2,7,19,6
CORRUBR2A032684,16892,23865,13058,4270,2897,2162
CORRUBR2A032685,9,16,10,12,14,28
CORRUBR2A032687,81,227,73,524,103,129
CORRUBR2A032688,96,56,94,127,87,135
CORRUBR2A032690,54,3,0,4,0,5
CORRUBR2A032693,499,605,413,413,268,311
CORRUBR2A032695,21,24,18,28,51,41
CORRUBR2A032696,77,93,55,40,20,15
CORRUBR2A032698,1348,1055,875,991,992,1075
CORRUBR2A032699,73,87,41,47,80,64
CORRUBR2A032700,52,31,31,31,18,66
CORRUBR2A032702,128,58,101,62,142,54
CORRUBR2A032705,1042,912,2159,250,540,676
CORRUBR2A032707,75,11,11,24,19,26
CORRUBR2A032708,272,116,44,140,32,266
CORRUBR2A032711,650,373,167,385,360,243
CORRUBR2A032713,70,107,48,53,49,40
CORRUBR2A032716,29,48,80,105,100,88
CORRUBR2A032717,1483,851,351,1040,796,974
CORRUBR2A032718,348,367,197,188,250,368
CORRUBR2A032719,454,376,359,209,166,401
CORRUBR2A032721,47,14,14,41,21,12
CORRUBR2A032724,348,207,153,200,119,85
CORRUBR2A032725,785,497,295,304,303,502
CORRUBR2A032728,488,239,146,242,308,382
CORRUBR2A032729,326,710,540,393,294,435
CORRUBR2A032730,3590,3193,2277,3379,3207,3133
CORRUBR2A032735,1632,665,549,1031,774,830
CORRUBR2A032736,940,424,246,508,518,431
CORRUBR2A032740,62,57,95,195,90,153
CORRUBR2A032742,15,21,1,0,5,0
CORRUBR2A032744,16042,12,2823,13042,9,977
CORRUBR2A032745,225,61,23,35,141,53
CORRUBR2A032747,512,374,324,443,414,350
CORRUBR2A032749,315,361,727,175,151,165
CORRUBR2A032751,221,59,10,44,135,58
CORRUBR2A032754,158,222,970,158,159,542
CORRUBR2A032756,31,28,21,25,23,55
CORRUBR2A032757,0,5,4,0,6,0
CORRUBR2A032759,267,199,73,150,167,142
CORRUBR2A032761,865,670,533,511,902,384
CORRUBR2A032762,93,26,21,21,37,19
CORRUBR2A032763,3664,10022,8323,5521,6764,11526
CORRUBR2A032765,235,122,399,106,127,66
CORRUBR2A032768,61,39,42,47,57,57
CORRUBR2A032771,577,537,695,249,280,354
CORRUBR2A032772,580,671,257,163,161,224
CORRUBR2A032775,866,730,543,477,502,358
CORRUBR2A032776,190,26,23,79,106,49
CORRUBR2A032778,219,122,38,101,110,146
CORRUBR2A032779,677,962,1297,468,334,267
CORRUBR2A032783,4752,3230,2538,1569,2119,2686
CORRUBR2A032787,413,339,136,340,311,224
CORRUBR2A032789,12,11,15,15,2,3
CORRUBR2A032790,1191,940,1455,1125,1154,1092
CORRUBR2A032791,348,307,133,245,226,184
CORRUBR2A032798,272,128,51,96,145,88
CORRUBR2A032799,5001,5903,7108,4403,4476,4190
CORRUBR2A032800,56,53,31,34,57,32
CORRUBR2A032801,1384,1257,1276,529,704,619
CORRUBR2A032803,1318,1062,1243,545,768,762
CORRUBR2A032804,0,0,9,0,13,6
CORRUBR2A032808,37,13,13,7,16,24
CORRUBR2A032809,432,206,160,131,116,141
CORRUBR2A032810,1155,687,579,732,661,638
CORRUBR2A032813,52,10,5,7,17,9
CORRUBR2A032814,4,3,13,5,0,2
CORRUBR2A032815,2,15,6,7,1,11
CORRUBR2A032816,941,439,504,356,452,324
CORRUBR2A032817,246,201,316,274,242,167
CORRUBR2A032819,84,64,41,50,53,58
CORRUBR2A032820,326,176,124,199,167,185
CORRUBR2A032822,1954,1089,1220,613,710,962
CORRUBR2A032825,18417,23777,29179,13294,14323,17860
CORRUBR2A032827,738,477,516,932,887,957
CORRUBR2A032828,1,6,3,4,0,0
CORRUBR2A032835,324,206,222,568,429,668
CORRUBR2A032837,22455,45525,26544,16418,14860,14654
CORRUBR2A032839,34,7,10,28,60,2
CORRUBR2A032840,12,2,5,0,1,4
CORRUBR2A032845,377,320,129,312,335,282
CORRUBR2A032847,19,42,13,4,9,15
CORRUBR2A032848,35,20,20,4,23,36
CORRUBR2A032851,7,9,12,5,2,13
CORRUBR2A032852,144,202,143,203,138,98
CORRUBR2A032855,231,93,85,115,112,72
CORRUBR2A032856,670,354,255,174,183,201
CORRUBR2A032859,166,203,245,124,143,116
CORRUBR2A032860,40,51,59,0,50,76
CORRUBR2A032861,14,36,13,6,14,24
CORRUBR2A032863,114,49,15,58,57,24
CORRUBR2A032864,274,66,35,96,63,57
CORRUBR2A032868,234,154,280,120,186,69
CORRUBR2A032870,106,119,52,69,89,120
CORRUBR2A032877,116,0,111,148,124,0
CORRUBR2A032879,24,28,23,17,23,6
CORRUBR2A032880,695,418,464,246,310,734
CORRUBR2A032884,167,164,126,161,73,115
CORRUBR2A032886,243,191,159,197,207,232
CORRUBR2A032888,176,192,113,176,97,188
CORRUBR2A032890,4886,3020,2841,1829,1927,1849
CORRUBR2A032891,79,14,4,7,21,28
CORRUBR2A032892,487,90,37,116,128,94
CORRUBR2A032893,242,220,123,127,176,98
CORRUBR2A032898,633,2,13,79,63,17
CORRUBR2A032899,5,15,1,15,11,13
CORRUBR2A032901,1185,1029,541,621,749,800
CORRUBR2A032902,156,80,15,191,56,22
CORRUBR2A032903,3482,6741,3279,1268,655,633
CORRUBR2A032905,411,321,276,147,178,204
CORRUBR2A032906,47,95,77,19,49,70
CORRUBR2A032907,541,244,203,248,231,204
CORRUBR2A032908,395,199,67,215,212,240
CORRUBR2A032909,1308,815,742,597,668,677
CORRUBR2A032910,793,335,342,400,329,289
CORRUBR2A032911,435,265,333,158,163,141
CORRUBR2A032912,460,163,86,116,137,144
CORRUBR2A032914,217,81,68,112,63,31
CORRUBR2A032916,15,14,2,45,2,17
CORRUBR2A032917,567,208,124,124,156,245
CORRUBR2A032923,56,43,62,34,44,38
CORRUBR2A032925,2,0,4,1,10,0
CORRUBR2A032928,69,91,114,42,21,43
CORRUBR2A032932,55,65,79,2,9,11
CORRUBR2A032934,24,15,18,17,14,6
CORRUBR2A032935,931,762,433,508,467,484
CORRUBR2A032937,286,424,277,261,225,150
CORRUBR2A032940,739,669,474,167,498,319
CORRUBR2A032945,141,117,79,4,26,31
CORRUBR2A032948,818,626,1006,648,740,231
CORRUBR2A032950,430,345,529,265,714,171
CORRUBR2A032951,43,9,25,3,9,24
CORRUBR2A032952,17,12,4,7,14,31
CORRUBR2A032955,333,111,153,193,213,165
CORRUBR2A032956,1005,798,1017,350,357,618
CORRUBR2A032957,15,39,11,35,29,38
CORRUBR2A032958,1399,610,543,574,693,719
CORRUBR2A032962,75,45,28,47,50,50
CORRUBR2A032966,133,121,133,80,202,92
CORRUBR2A032967,0,0,67,0,49,32
CORRUBR2A032968,15,14,23,6,15,7
CORRUBR2A032969,34,29,17,6,14,15
CORRUBR2A032970,390,269,249,134,144,121
CORRUBR2A032973,787,462,548,391,386,611
CORRUBR2A032975,147,82,24,36,11,14
CORRUBR2A032978,4,6,7,4,0,12
CORRUBR2A032983,592,733,485,428,561,499
CORRUBR2A032984,20,18,27,5,14,10
CORRUBR2A032985,11,61,0,0,12,17
CORRUBR2A032987,1837,1821,1454,1154,1472,1696
CORRUBR2A032989,946,492,483,358,544,429
CORRUBR2A032993,19,36,15,30,2,10
CORRUBR2A032994,6,10,0,4,4,10
CORRUBR2A032995,781,495,344,474,599,300
CORRUBR2A032997,0,6,6,5,0,7
CORRUBR2A032999,615,357,244,260,208,187
CORRUBR2A033001,67,21,45,11,27,16
CORRUBR2A033003,628,367,211,156,268,224
CORRUBR2A033004,89,70,22,97,42,35
CORRUBR2A033007,3,9,15,5,4,7
CORRUBR2A033008,1970,1690,1260,793,701,781
CORRUBR2A033009,125,70,119,43,63,61
CORRUBR2A033010,59,52,11,18,46,44
CORRUBR2A033011,10,3,12,9,7,10
CORRUBR2A033012,27,12,15,5,9,11
CORRUBR2A033014,944,1025,545,625,567,495
CORRUBR2A033018,114,72,35,102,81,59
CORRUBR2A033024,26,16,14,30,9,25
CORRUBR2A033028,224,396,140,94,193,84
CORRUBR2A033030,122,77,40,140,121,100
CORRUBR2A033031,559,396,256,350,339,346
CORRUBR2A033034,447,319,216,252,286,337
CORRUBR2A033036,36,12,79,295,18,820
CORRUBR2A033040,239,58,18,7,150,25
CORRUBR2A033043,1112,547,287,355,484,435
CORRUBR2A033046,41,27,53,62,33,7
CORRUBR2A033048,128,117,175,67,117,85
CORRUBR2A033049,1961,2532,2188,1540,1901,1866
CORRUBR2A033051,418,360,288,293,405,335
CORRUBR2A033052,3191,1411,797,1126,979,1393
CORRUBR2A033053,103,266,222,258,219,342
CORRUBR2A033054,21,10,16,13,20,10
CORRUBR2A033055,14,8,5,20,22,10
CORRUBR2A033060,15,7,2,5,13,10
CORRUBR2A033061,1377,1386,811,1356,1167,2347
CORRUBR2A033063,593,421,261,624,169,121
CORRUBR2A033064,166,127,45,26,55,59
CORRUBR2A033069,531,188,199,249,212,152
CORRUBR2A033071,506,302,83,157,172,208
CORRUBR2A033074,109,913,504,35,44,50
CORRUBR2A033076,385,312,226,224,238,226
CORRUBR2A033080,1062,581,754,1045,706,1066
CORRUBR2A033082,5,9,0,9,0,9
CORRUBR2A033083,22,68,18,5,68,36
CORRUBR2A033086,419,478,375,328,362,368
CORRUBR2A033087,1,0,0,6,0,0
CORRUBR2A033089,550,601,905,337,409,579
CORRUBR2A033090,46,64,83,23,38,14
CORRUBR2A033094,478,371,259,274,327,286
CORRUBR2A033096,1088,162,130,224,249,150
CORRUBR2A033097,353,501,454,182,263,152
CORRUBR2A033098,65,122,119,37,98,41
CORRUBR2A033100,71,161,76,102,41,44
CORRUBR2A033103,379,395,440,198,179,175
CORRUBR2A033104,78,97,102,50,48,142
CORRUBR2A033107,12,7,0,13,28,14
CORRUBR2A033108,208,119,68,100,98,81
CORRUBR2A033110,194,123,158,27,15,217
CORRUBR2A033113,293,113,103,113,64,52
CORRUBR2A033119,368,223,108,161,174,120
CORRUBR2A033120,278,176,423,459,151,295
CORRUBR2A033121,498,252,244,211,278,203
CORRUBR2A033122,0,139,293,0,0,0
CORRUBR2A033129,4602,4658,3681,2115,3735,2398
CORRUBR2A033131,277,217,266,161,524,221
CORRUBR2A033133,906,350,166,119,322,251
CORRUBR2A033136,302,378,205,156,159,220
CORRUBR2A033140,486,193,121,148,246,172
CORRUBR2A033142,505,511,508,215,142,443
CORRUBR2A033143,269,182,168,120,310,245
CORRUBR2A033146,406,268,251,298,308,217
CORRUBR2A033150,138,64,52,52,49,66
CORRUBR2A033153,1019,708,621,574,874,1010
CORRUBR2A033157,38,21,32,19,24,24
CORRUBR2A033159,328,266,336,135,407,301
CORRUBR2A033160,5,3,7,25,13,17
CORRUBR2A033164,255,241,356,252,224,301
CORRUBR2A033166,2350,1685,1895,1344,1466,1637
CORRUBR2A033168,2,8,2,0,6,14
CORRUBR2A033174,365,140,130,92,129,54
CORRUBR2A033176,0,1,18,7,4,5
CORRUBR2A033179,20,10,3,7,6,0
CORRUBR2A033183,820,850,776,614,895,816
CORRUBR2A033188,194,313,423,236,206,140
CORRUBR2A033191,3,11,0,0,4,31
CORRUBR2A033193,124,78,50,97,71,48
CORRUBR2A033198,260,152,103,179,98,120
CORRUBR2A033199,69,28,16,30,15,0
CORRUBR2A033201,31355,42157,38250,24925,23107,23047
CORRUBR2A033203,85,30,55,55,76,134
CORRUBR2A033206,598,377,504,351,517,389
CORRUBR2A033207,71,118,89,13,56,62
CORRUBR2A033208,17,23,26,49,34,69
CORRUBR2A033209,267,169,99,122,87,83
CORRUBR2A033210,19,35,21,13,12,21
CORRUBR2A033212,8,15,16,4,0,0
CORRUBR2A033214,239,153,135,179,200,176
CORRUBR2A033215,455,292,152,90,436,229
CORRUBR2A033216,76,115,128,76,137,237
CORRUBR2A033218,245,119,62,117,138,88
CORRUBR2A033220,51,53,31,71,39,28
CORRUBR2A033222,14,11,11,27,15,33
CORRUBR2A033223,22,32,33,38,30,49
CORRUBR2A033224,23,28,38,26,41,18
CORRUBR2A033226,28,0,0,0,0,0
CORRUBR2A033228,568,377,387,429,457,429
CORRUBR2A033231,155,126,40,172,347,233
CORRUBR2A033234,475,154,73,123,128,124
CORRUBR2A033235,2,10,4,1,1,0
CORRUBR2A033236,26,18,7,25,7,28
CORRUBR2A033237,1,28,0,5,2,9
CORRUBR2A033238,93,68,34,16,45,18
CORRUBR2A033239,118,88,44,66,73,81
CORRUBR2A033245,4,502,274,152,460,229
CORRUBR2A033246,3989,4125,3375,2159,2669,3248
CORRUBR2A033247,99,57,115,10,14,12
CORRUBR2A033249,869,319,335,215,406,226
CORRUBR2A033250,52,32,63,34,65,37
CORRUBR2A033255,888,669,414,434,511,496
CORRUBR2A033257,151,112,118,49,168,176
CORRUBR2A033262,42,34,21,50,50,57
CORRUBR2A033267,141,95,46,68,62,36
CORRUBR2A033268,12,2,6,1,6,12
CORRUBR2A033269,874,519,248,396,419,563
CORRUBR2A033270,0,30,0,0,1,0
CORRUBR2A033275,434,154,119,95,128,145
CORRUBR2A033276,0,7,0,2,0,2
CORRUBR2A033279,293,240,133,87,130,178
CORRUBR2A033280,28,21,2,4,24,18
CORRUBR2A033281,78,103,58,171,139,82
CORRUBR2A033285,547,1225,527,490,526,643
CORRUBR2A033286,472,116,101,103,156,104
CORRUBR2A033287,79,29,43,78,71,127
CORRUBR2A033290,80,54,60,25,74,25
CORRUBR2A033294,42,2,19,36,57,45
CORRUBR2A033297,73,63,38,53,48,42
CORRUBR2A033298,1819,1253,1389,719,975,925
CORRUBR2A033299,667,726,627,218,598,595
CORRUBR2A033301,21,20,9,18,6,17
CORRUBR2A033304,11,28,16,12,10,10
CORRUBR2A033305,993,762,709,570,529,547
CORRUBR2A033307,999,537,517,544,480,502
CORRUBR2A033310,4689,4159,2228,1640,1599,1161
CORRUBR2A033311,360,542,152,165,63,76
CORRUBR2A033312,8,5,12,5,10,5
CORRUBR2A033313,112,133,93,66,90,80
CORRUBR2A033314,227,74,32,65,61,48
CORRUBR2A033320,116,45,163,17,46,50
CORRUBR2A033321,1,0,0,0,1,62
CORRUBR2A033323,1519,734,762,473,493,470
CORRUBR2A033325,389,257,248,283,183,225
CORRUBR2A033326,143,70,72,42,105,74
CORRUBR2A033328,1106,404,218,301,328,403
CORRUBR2A033329,380,159,164,94,138,117
CORRUBR2A033330,4,14,3,10,6,6
CORRUBR2A033331,60,2,101,0,71,0
CORRUBR2A033332,15,1,0,14,2,1
CORRUBR2A033334,1,1,1,0,12,3
CORRUBR2A033336,242,165,119,190,127,174
CORRUBR2A033338,884,555,157,355,206,175
CORRUBR2A033343,714,343,255,592,451,350
CORRUBR2A033344,1492,1270,374,564,717,734
CORRUBR2A033347,1073,796,968,577,508,642
CORRUBR2A033349,31,52,21,12,23,35
CORRUBR2A033352,917,451,366,635,530,503
CORRUBR2A033354,0,0,1,6,18,2
CORRUBR2A033355,4,26,3,3,4,14
CORRUBR2A033359,30,38,25,15,1,2
CORRUBR2A033361,276,184,364,188,157,177
CORRUBR2A033362,47,30,24,36,29,49
CORRUBR2A033364,618,489,124,262,811,303
CORRUBR2A033367,183,205,111,155,217,167
CORRUBR2A033368,289,215,148,143,227,112
CORRUBR2A033370,0,11,0,0,2,6
CORRUBR2A033373,69,53,17,26,43,16
CORRUBR2A033375,418,149,192,161,102,119
CORRUBR2A033379,585,331,468,362,584,491
CORRUBR2A033380,367,231,247,133,210,133
CORRUBR2A033386,0,1,10,4,0,0
CORRUBR2A033390,6,12,7,7,11,8
CORRUBR2A033391,300,269,219,226,275,159
CORRUBR2A033392,10,12,0,1,0,4
CORRUBR2A033394,141,17,107,17,0,25
CORRUBR2A033398,37,21,19,8,24,13
CORRUBR2A033400,257,116,44,81,76,61
CORRUBR2A033401,99,103,71,78,102,157
CORRUBR2A033403,14,21,5,33,8,28
CORRUBR2A033407,5,24,9,30,26,28
CORRUBR2A033409,9,4,7,0,4,1
CORRUBR2A033410,1055,700,605,553,554,546
CORRUBR2A033411,204,84,260,16,104,42
CORRUBR2A033412,529,577,285,285,378,239
CORRUBR2A033414,339,184,108,118,200,172
CORRUBR2A033419,395,258,229,211,308,202
CORRUBR2A033421,236,501,229,88,223,255
CORRUBR2A033423,127,105,76,150,63,42
CORRUBR2A033426,782,745,1683,622,557,227
CORRUBR2A033427,183,104,94,78,88,36
CORRUBR2A033429,333,242,184,105,129,93
CORRUBR2A033431,237,158,93,193,213,205
CORRUBR2A033432,840,732,356,236,801,544
CORRUBR2A033434,76,157,84,49,42,52
CORRUBR2A033437,311,356,203,228,330,245
CORRUBR2A033438,4854,2685,2342,1249,1530,1583
CORRUBR2A033439,128,130,39,49,58,182
CORRUBR2A033442,92,34,30,60,48,117
CORRUBR2A033447,538,674,493,332,325,472
CORRUBR2A033449,181,129,106,89,112,36
CORRUBR2A033450,3917,6911,2812,9568,2546,1836
CORRUBR2A033452,87,54,14,15,55,26
CORRUBR2A033453,213,286,215,184,143,140
CORRUBR2A033457,53,144,93,27,74,207
CORRUBR2A033458,773,728,1593,288,307,336
CORRUBR2A033460,2532,886,1204,685,712,663
CORRUBR2A033462,719,457,2031,1912,1909,1413
CORRUBR2A033466,52,79,97,18,21,15
CORRUBR2A033467,6,0,0,5,6,11
CORRUBR2A033470,611,331,198,193,214,206
CORRUBR2A033472,363,485,332,164,206,275
CORRUBR2A033473,552,331,257,248,325,315
CORRUBR2A033475,995,470,393,386,413,391
CORRUBR2A033476,0,19,0,17,55,0
CORRUBR2A033477,22,7,39,8,3,2
CORRUBR2A033478,187,76,83,81,97,66
CORRUBR2A033481,33,17,30,17,30,36
CORRUBR2A033485,835,733,303,767,1631,1030
CORRUBR2A033489,96,66,36,30,51,27
CORRUBR2A033491,12941,10172,9009,4474,5199,7174
CORRUBR2A033492,22,23,7,18,63,49
CORRUBR2A033493,69,32,26,18,40,0
CORRUBR2A033496,6,0,0,0,1,89
CORRUBR2A033500,1960,1822,1100,846,710,738
CORRUBR2A033501,235,234,142,150,127,123
CORRUBR2A033502,728,584,414,535,555,608
CORRUBR2A033503,14,9,11,4,15,24
CORRUBR2A033507,3886,845,3810,2176,1119,225
CORRUBR2A033509,95,57,124,37,86,66
CORRUBR2A033511,100,42,27,40,57,41
CORRUBR2A033512,244,111,78,108,106,104
CORRUBR2A033514,547,171,160,147,101,151
CORRUBR2A033519,386,62,23,101,61,53
CORRUBR2A033520,349,160,138,102,96,105
CORRUBR2A033522,177,29,14,41,50,37
CORRUBR2A033525,12,6,9,5,3,2
CORRUBR2A033526,2,11,4,8,4,9
CORRUBR2A033528,15,78,23,44,18,11
CORRUBR2A033529,94,96,93,70,109,93
CORRUBR2A033531,577,587,281,341,317,304
CORRUBR2A033532,190,210,174,92,256,153
CORRUBR2A033536,124,66,145,57,101,67
CORRUBR2A033541,10,11,0,5,6,7
CORRUBR2A033543,0,0,30,60,0,7
CORRUBR2A033544,604,146,82,119,91,81
CORRUBR2A033546,869,415,866,672,653,1062
CORRUBR2A033548,87,48,86,104,49,39
CORRUBR2A033549,142,87,59,72,118,52
CORRUBR2A033551,142,135,87,86,120,87
CORRUBR2A033552,239,127,90,58,64,114
CORRUBR2A033553,462,470,612,439,371,510
CORRUBR2A033555,212,150,91,108,114,83
CORRUBR2A033556,369,227,179,258,203,220
CORRUBR2A033558,510,540,523,648,497,480
CORRUBR2A033560,25,31,44,19,99,25
CORRUBR2A033561,1440,1432,1455,699,1267,1688
CORRUBR2A033566,662,1330,732,587,1113,973
CORRUBR2A033567,20,4,29,10,2,18
CORRUBR2A033568,42,8,0,1,1,4
CORRUBR2A033569,192,65,23,37,41,15
CORRUBR2A033570,198,22,27,47,41,35
CORRUBR2A033571,406,454,273,615,414,404
CORRUBR2A033572,153,319,223,94,139,83
CORRUBR2A033573,113,75,40,23,60,54
CORRUBR2A033575,424,171,94,127,165,96
CORRUBR2A033577,576,705,329,403,427,678
CORRUBR2A033578,51,40,47,22,28,24
CORRUBR2A033579,6,11,18,7,22,0
CORRUBR2A033582,649,2275,2209,744,288,736
CORRUBR2A033583,5,4,4,1,1,5
CORRUBR2A033584,87,60,28,72,62,89
CORRUBR2A033586,1423,606,306,339,423,459
CORRUBR2A033589,129,105,14,20,36,56
CORRUBR2A033591,234,270,336,124,150,175
CORRUBR2A033592,1481,1420,950,1030,1420,981
CORRUBR2A033593,244,53,5,20,55,42
CORRUBR2A033595,542,680,773,210,203,204
CORRUBR2A033597,79,34,14,32,28,19
CORRUBR2A033598,572,169,81,139,88,67
CORRUBR2A033600,0,1,2,0,59,13
CORRUBR2A033601,139,179,91,74,146,204
CORRUBR2A033604,445,272,139,324,927,546
CORRUBR2A033605,1068,974,1074,516,517,654
CORRUBR2A033606,249,170,169,213,129,92
CORRUBR2A033608,165,216,104,81,85,66
CORRUBR2A033609,202,190,144,176,232,265
CORRUBR2A033610,1535,1313,1099,1244,908,864
CORRUBR2A033611,499,324,227,187,117,185
CORRUBR2A033612,2049,1343,1525,1036,1179,1018
CORRUBR2A033613,1173,2223,1401,819,544,878
CORRUBR2A033614,10,17,0,6,9,10
CORRUBR2A033615,23,14,9,10,19,26
CORRUBR2A033616,810,492,269,537,613,711
CORRUBR2A033618,1041,398,375,203,346,351
CORRUBR2A033619,18,8,10,4,14,5
CORRUBR2A033622,158,132,135,87,186,241
CORRUBR2A033623,12,9,16,5,15,17
CORRUBR2A033624,55,48,23,27,24,31
CORRUBR2A033625,391,378,380,265,274,322
CORRUBR2A033626,479,278,131,203,316,202
CORRUBR2A033628,121,113,84,62,34,98
CORRUBR2A033630,431,1224,2031,296,856,979
CORRUBR2A033638,661,238,133,187,284,220
CORRUBR2A033639,13,17,15,6,3,2
CORRUBR2A033640,49,40,39,14,57,24
CORRUBR2A033641,1142,626,144,230,3,125
CORRUBR2A033642,21,13,3,11,0,0
CORRUBR2A033644,1046,641,880,1101,783,674
CORRUBR2A033647,3568,3264,2090,2726,2562,1851
CORRUBR2A033648,34,17,7,13,4,9
CORRUBR2A033649,1356,1035,1492,711,613,459
CORRUBR2A033650,2,4,2,6,4,5
CORRUBR2A033652,57,74,279,629,346,430
CORRUBR2A033653,212,214,92,114,167,190
CORRUBR2A033655,306,161,172,101,125,100
CORRUBR2A033656,1436,1464,1147,889,677,1012
CORRUBR2A033657,1057,1187,571,622,737,388
CORRUBR2A033658,110,14,66,74,42,58
CORRUBR2A033660,1272,546,445,381,474,421
CORRUBR2A033661,3,3,1,5,12,18
CORRUBR2A033671,4146,6903,2581,3171,6867,6159
CORRUBR2A033672,938,306,182,284,288,424
CORRUBR2A033673,462,115,61,133,141,131
CORRUBR2A033674,51,57,97,73,72,65
CORRUBR2A033677,551,520,682,278,569,438
CORRUBR2A033683,1584,1075,1521,750,747,653
CORRUBR2A033684,0,15,0,6,0,0
CORRUBR2A033686,1066,1312,883,625,817,922
CORRUBR2A033688,719,349,538,248,563,630
CORRUBR2A033689,330,318,286,125,178,128
CORRUBR2A033690,52,138,131,103,108,134
CORRUBR2A033691,227,141,90,90,132,187
CORRUBR2A033694,2403,1632,2783,1010,1020,1064
CORRUBR2A033695,115,23,9,86,22,33
CORRUBR2A033697,1063,593,894,583,477,521
CORRUBR2A033698,858,862,326,354,417,449
CORRUBR2A033700,3,1,0,5,25,1
CORRUBR2A033701,448,115,80,108,140,101
CORRUBR2A033704,1505,419,637,767,1049,1754
CORRUBR2A033712,9067,25617,20192,11228,16337,19619
CORRUBR2A033713,1294,751,920,364,466,452
CORRUBR2A033714,1234,869,660,591,710,759
CORRUBR2A033715,54,48,36,35,33,41
CORRUBR2A033716,432,454,304,245,236,249
CORRUBR2A033717,168,51,52,62,54,164
CORRUBR2A033718,647,638,375,663,596,469
CORRUBR2A033719,692,335,210,305,321,269
CORRUBR2A033720,10,20,19,12,6,2
CORRUBR2A033721,441,267,346,134,187,353
